"Time","Voltage","Excitation_Voltage","Ratio","Force (lbs)"
190.9993,0.004,14.93759,1.367104402624731e-07,-0.06940450562551234
191.0392,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
191.0393,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
191.0393,0.004,14.95514,-1.775329084897654e-07,0.09012906199654565
191.0393,0.004,14.93759,1.367104402624731e-07,-0.06940450562551234
191.0792,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
191.0793,0.00399,14.95819,-9.005998730468199e-07,0.4572122570537245
191.0793,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.0793,0.00399,14.93988,-5.736846942780774e-07,0.2912455150817233
191.1192,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
191.1193,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
191.1193,0.00401,14.95438,5.047604793482433e-07,-0.2562543976978025
191.1193,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
191.1592,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
191.1593,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
191.1593,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
191.1593,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
191.1992,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.1993,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.1993,0.004,14.95667,-2.048935343599602e-07,0.1040193743127056
191.1993,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
191.2392,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
191.2393,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
191.2393,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
191.2393,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
191.2792,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
191.2793,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
191.2793,0.004,14.94522,0,0
191.2793,0.004,14.94522,0,0
191.3192,0.004,14.94522,0,0
191.3193,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
191.3193,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.3193,0.004,14.93607,1.63961707585385e-07,-0.08323929931489056
191.3593,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
191.3594,0.00399,14.95819,-9.005998730468199e-07,0.4572122570537245
191.3595,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
191.3595,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
191.3992,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
191.3993,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
191.3993,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
191.3993,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
191.4392,0.00401,14.94598,6.554665857823935e-07,-0.3327641565115865
191.4393,0.00399,14.95438,-8.326403356638144e-07,0.4227108825752989
191.4393,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
191.4393,0.00399,14.95514,-8.461993335449891e-07,0.4295944500842145
191.4792,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
191.4793,0.00399,14.94598,-6.826858806333264e-07,0.3465827185685665
191.4793,0.004,14.93454,1.913978615543832e-07,-0.09716795537676746
191.4793,0.004,14.94522,0,0
191.5192,0.004,14.95743,-2.184823527024479e-07,0.110918080931487
191.5193,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
191.5193,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.5193,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.5593,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
191.5594,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
191.5595,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
191.5596,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
191.5993,0.004,14.94522,0,0
191.5994,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
191.5994,0.004,14.95972,-2.594192600191298e-07,0.1317007351947374
191.5994,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
191.6392,0.00399,14.94903,-7.371531150961804e-07,0.3742343849184476
191.6393,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
191.6393,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
191.6393,0.00399,14.95667,-8.734915578504981e-07,0.4434500366195787
191.6792,0.004,14.93683,1.503353806388188e-07,-0.07632155050651641
191.6793,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
191.6793,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
191.6793,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
191.7192,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
191.7193,0.00399,14.95056,-7.644676526932575e-07,0.3881012993594729
191.7193,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
191.7193,0.00401,14.94827,6.143644372265627e-07,-0.3118976133625271
191.7592,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
191.7593,0.00401,14.9498,5.869101933522855e-07,-0.2979597735036388
191.7593,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
191.7593,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
191.7992,0.004,14.94522,0,0
191.7993,0.00399,14.93835,-5.463310882973809e-07,0.277358766589652
191.7993,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
191.7993,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
191.8392,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
191.8393,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
191.8393,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
191.8393,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
191.8792,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
191.8793,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
191.8793,0.00401,14.9498,5.869101933522855e-07,-0.2979597735036388
191.8793,0.004,14.94522,0,0
191.9192,0.004,14.95819,-2.320697901958329e-07,0.1178160865273683
191.9193,0.00399,14.95438,-8.326403356638144e-07,0.4227108825752989
191.9193,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
191.9193,0.004,14.94522,0,0
191.9592,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
191.9592,0.004,14.94522,0,0
191.9593,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
191.9593,0.00401,14.93683,8.198214764168314e-07,-0.4162030651254263
191.9992,0.00399,14.95361,-8.189015243535193e-07,0.4157360282405274
191.9993,0.004,14.94522,0,0
191.9993,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
191.9993,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
192.0392,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
192.0393,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
192.0393,0.00399,14.94751,-7.100115668570218e-07,0.3604552928912904
192.0393,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
192.0792,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
192.0793,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
192.0793,0.00399,14.95361,-8.189015243535193e-07,0.4157360282405274
192.0793,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
192.1192,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.1193,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
192.1193,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
192.1193,0.00399,14.94751,-7.100115668570218e-07,0.3604552928912904
192.1592,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
192.1593,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.1593,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
192.1593,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.1992,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.1993,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
192.1993,0.00399,14.94064,-5.872700238127981e-07,0.298142450519183
192.1993,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
192.2394,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.2395,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
192.2396,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.2396,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
192.2792,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
192.2793,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
192.2793,0.004,14.95972,-2.594192600191298e-07,0.1317007351947374
192.2793,0.00399,14.94064,-5.872700238127981e-07,0.298142450519183
192.3192,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
192.3193,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
192.3193,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
192.3193,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
192.3592,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
192.3593,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
192.3593,0.004,14.94522,0,0
192.3593,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
192.3992,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
192.3993,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
192.3993,0.004,14.94522,0,0
192.3993,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.4392,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
192.4393,0.00399,14.9559,-8.597569533962579e-07,0.4364773180014662
192.4393,0.00399,14.93759,-5.327415931646721e-07,0.2704597163812323
192.4393,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
192.4792,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.4793,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
192.4793,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
192.4793,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.5191,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.5192,0.00401,14.93683,8.198214764168314e-07,-0.4162030651254263
192.5192,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
192.5192,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
192.5592,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
192.5593,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
192.5593,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.5593,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
192.5992,0.00399,14.9643,-1.009512605595669e-06,0.5125045547331395
192.5993,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.5993,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.5993,0.004,14.94522,0,0
192.6392,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
192.6393,0.00399,14.9559,-8.597569533962579e-07,0.4364773180014662
192.6393,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.6393,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
192.6792,0.004,14.94522,0,0
192.6793,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
192.6793,0.004,14.96277,-3.139227567109347e-07,0.1593708109804186
192.6793,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.7191,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
192.7191,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.7192,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
192.7192,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
192.7592,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
192.7593,0.004,14.93759,1.367104402624731e-07,-0.06940450562551234
192.7593,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
192.7593,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
192.7992,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.7993,0.004,14.94903,-6.821339124785499e-08,0.0346302498002897
192.7993,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
192.7993,0.00401,14.94598,6.554665857823935e-07,-0.3327641565115865
192.8392,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
192.8393,0.00399,14.96124,-9.549782323489166e-07,0.4848188036850025
192.8393,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
192.8393,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
192.8792,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
192.8793,0.004,14.94522,0,0
192.8793,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
192.8793,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
192.9192,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.9193,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
192.9193,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.9193,0.004,14.94522,0,0
192.9592,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
192.9593,0.004,14.94522,0,0
192.9594,0.004,14.95667,-2.048935343599602e-07,0.1040193743127056
192.9594,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.9992,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
192.9993,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
192.9993,0.00399,14.93912,-5.60097982486526e-07,0.2843478779066949
192.9993,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.0392,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
193.0393,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
193.0393,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.0393,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.0792,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
193.0793,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
193.0793,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.0793,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
193.1191,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
193.1193,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
193.1193,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.1195,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
193.1592,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
193.1593,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.1593,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
193.1593,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.1992,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
193.1993,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
193.1993,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
193.1993,0.004,14.94522,0,0
193.2392,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
193.2393,0.00399,14.94064,-5.872700238127981e-07,0.298142450519183
193.2393,0.00399,14.95132,-7.78033580170652e-07,0.3949883848528151
193.2393,0.00401,14.94217,7.238784268909595e-07,-0.3674951543926201
193.2792,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
193.2793,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
193.2793,0.00399,14.93759,-5.327415931646721e-07,0.2704597163812323
193.2793,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.3192,0.00399,14.94751,-7.100115668570218e-07,0.3604552928912904
193.3192,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
193.3193,0.004,14.94522,0,0
193.3193,0.00399,14.9353,-4.917859366018024e-07,0.2496675435899163
193.3592,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
193.3593,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
193.3593,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
193.3593,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
193.3992,0.00399,14.94598,-6.826858806333264e-07,0.3465827185685665
193.3992,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
193.3992,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
193.3993,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
193.4392,0.00399,14.9498,-7.509003459191753e-07,0.381213513631353
193.4393,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
193.4393,0.00401,14.95285,5.321979084013922e-07,-0.2701837010883321
193.4393,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
193.4792,0.004,14.95819,-2.320697901958329e-07,0.1178160865273683
193.4793,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
193.4793,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
193.4793,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
193.5192,0.00399,14.94751,-7.100115668570218e-07,0.3604552928912904
193.5193,0.004,14.96124,-2.865844361127899e-07,0.1454918224986088
193.5193,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
193.5193,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
193.5592,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
193.5592,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
193.5593,0.004,14.95285,-1.365709216209873e-07,0.06933367546565569
193.5593,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
193.5992,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
193.5992,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
193.5992,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.5992,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
193.6392,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
193.6393,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
193.6393,0.004,14.95285,-1.365709216209873e-07,0.06933367546565569
193.6393,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
193.6792,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
193.6793,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
193.6793,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
193.6793,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
193.7192,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
193.7192,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
193.7193,0.00401,14.9437,6.964017637167588e-07,-0.3535459328102535
193.7193,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
193.7592,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
193.7592,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.7593,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
193.7593,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
193.7992,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
193.7993,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
193.7993,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
193.7993,0.004,14.94522,0,0
193.8392,0.00399,14.94675,-6.964387226309323e-07,0.3535646959358915
193.8392,0.00399,14.94141,-6.010326982416598e-07,0.3051294195684095
193.8393,0.00399,14.9559,-8.597569533962579e-07,0.4364773180014662
193.8393,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
193.8792,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
193.8792,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
193.8793,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
193.8793,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
193.9192,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
193.9192,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
193.9193,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.9193,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
193.9592,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
193.9593,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
193.9593,0.004,14.94522,0,0
193.9593,0.004,14.94064,8.204534688086278e-08,-0.04165239120148629
193.9991,0.00399,14.95056,-7.644676526932575e-07,0.3881012993594729
193.9993,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
193.9993,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
193.9994,0.004,14.94522,0,0
194.0392,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
194.0392,0.004,14.94522,0,0
194.0393,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
194.0393,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
194.0791,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
194.0792,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
194.0792,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
194.0792,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
194.1192,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
194.1192,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
194.1193,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
194.1193,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
194.1592,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
194.1592,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
194.1593,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.1593,0.004,14.93759,1.367104402624731e-07,-0.06940450562551234
194.1992,0.004,14.94522,0,0
194.1992,0.004,14.95285,-1.365709216209873e-07,0.06933367546565569
194.1993,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
194.1993,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
194.2392,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
194.2392,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
194.2393,0.00399,14.95056,-7.644676526932575e-07,0.3881012993594729
194.2393,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
194.2791,0.00399,14.94522,-6.691102573264519e-07,0.3396907107426621
194.2792,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
194.2793,0.00401,14.93912,7.786689596091137e-07,-0.3953109512619817
194.2793,0.00399,14.95285,-8.053397516433669e-07,0.4088510520196436
194.3192,0.004,14.94598,-1.360964742541226e-08,0.006909281028462523
194.3192,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
194.3192,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
194.3193,0.004,14.94064,8.204534688086278e-08,-0.04165239120148629
194.3592,0.004,14.95895,-2.45655847050559e-07,0.1247133912071866
194.3592,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
194.3593,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
194.3593,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
194.3992,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
194.3992,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
194.3993,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
194.3993,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
194.4392,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
194.4392,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.4393,0.00399,14.95514,-8.461993335449891e-07,0.4295944500842145
194.4393,0.004,14.94446,1.361103166172507e-08,-0.006909983770965401
194.4791,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
194.4792,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
194.4792,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
194.4792,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
194.5192,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
194.5192,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
194.5193,0.004,14.95972,-2.594192600191298e-07,0.1317007351947374
194.5193,0.004,14.94522,0,0
194.5592,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
194.5592,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
194.5592,0.004,14.94522,0,0
194.5593,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.5992,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
194.5992,0.004,14.95056,-9.559638633260337e-08,0.04853191841282566
194.5993,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
194.5993,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
194.6392,0.004,14.95132,-1.091963136282581e-07,0.05543626477207682
194.6392,0.00399,14.95285,-8.053397516433669e-07,0.4088510520196436
194.6393,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
194.6393,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.6793,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.6794,0.004,14.94903,-6.821339124785499e-08,0.0346302498002897
194.6794,0.004,14.95285,-1.365709216209873e-07,0.06933367546565569
194.6794,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.7192,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
194.7192,0.00399,14.95056,-7.644676526932575e-07,0.3881012993594729
194.7193,0.004,14.94141,6.824817953360535e-08,-0.03464791095162113
194.7193,0.004,14.94675,-2.739695769874524e-08,0.01390875708595344
194.7592,0.004,14.95361,-1.501666837363971e-07,0.07623590726602468
194.7592,0.004,14.9498,-8.199507628344491e-08,0.0416268700638571
194.7592,0.004,14.93988,9.566472486052802e-08,-0.04856661219141842
194.7593,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
194.7992,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
194.7992,0.004,14.94293,4.101638672676872e-08,-0.02082300399187312
194.7993,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
194.7993,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
194.8392,0.004,14.95209,-1.229737773871995e-07,0.06243074199800687
194.8392,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.8392,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
194.8393,0.00399,14.94751,-7.100115668570218e-07,0.3604552928912904
194.8793,0.00399,14.9437,-6.419548681749362e-07,0.3259045920269966
194.8794,0.004,14.95438,-1.639399281577855e-07,0.08322824243874818
194.8794,0.00399,14.95209,-7.917766002701887e-07,0.4019653758856767
194.8795,0.004,14.94827,-5.46092968576879e-08,0.02772378791033022
194.9192,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
194.9192,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
194.9193,0.00399,14.95667,-8.734915578504981e-07,0.4434500366195787
194.9193,0.004,14.94522,0,0
194.9591,0.004,14.94751,-4.100381907829517e-08,0.02081662370791304
194.9592,0.004,14.93835,1.230868862446576e-07,-0.06248816456440836
194.9593,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
194.9593,0.00399,14.94827,-7.235830309419928e-07,0.3673451891832151
194.9992,0.00399,14.94217,-6.146152457147985e-07,0.3120249426220867
194.9992,0.00399,14.94446,-6.555332532438753e-07,0.3327980019311211
194.9993,0.004,14.9437,2.722344777091133e-08,-0.01382067039162848
194.9993,0.004,14.94522,0,0
195.0392,0.004,14.95514,-1.775329084897654e-07,0.09012906199654565
195.0392,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
195.0393,0.004,14.93912,1.092854885613209e-07,-0.05548153667765718
195.0393,0.004,14.94217,5.463159058813468e-08,-0.02773510588529421
195.0792,0.00399,14.95056,-7.644676526932575e-07,0.3881012993594729
195.0792,0.004,14.9559,-1.911245073381133e-07,0.09702918020930816
195.0793,0.00399,14.94293,-6.281964115665032e-07,0.3189197642607702
195.0793,0.00399,14.93759,-5.327415931646721e-07,0.2704597163812323
